name,address,rating,user_ratings_total,price_level,business_status,lat,lng,open_now
Colegio Concertado Beaterio de la Santísima Trinidad,"Sta. Lucía, 2, Sevilla",4.1,61,,OPERATIONAL,37.3972498,-5.9823833,N/A
Escuelas Profesionales de la Sagrada Familia Nuestra Señora de los Reyes,"C. Calatrava, 38, Sevilla",4.4,29,,OPERATIONAL,37.4025639,-5.9945951,True
Public school Alfares,"C. Juan Díaz de Solís, 1, Sevilla",4.4,20,,OPERATIONAL,37.3784261,-6.008373499999999,False
Concerted Teaching Center San Juan Bosco,"C. Venecia, 15, Sevilla",4.2,76,,OPERATIONAL,37.395361,-5.9791267,True
"Immaculate Heart of Mary College, Portaceli","Av. Eduardo Dato, 20, Sevilla",4.1,73,,OPERATIONAL,37.3832414,-5.9775075,N/A
CEIP Joaquín Turina,"Plaza Alfonso de Cossío, s/n, Sevilla",4.6,74,,OPERATIONAL,37.3759447,-5.980341699999999,False
Good Shepherd School,"C. Martínez de Medina, 2, Sevilla",3.9,75,,OPERATIONAL,37.3850201,-5.9738109,N/A
CEIP Maestra Isabel Álvarez,"C/ Diego de la Barrera, s/n, Sevilla",4.6,47,,OPERATIONAL,37.373709,-5.980910499999999,False
Concerted Teaching Center Sacred Heart of Jesus,"C. Previsión, 4, Sevilla",4.0,29,,OPERATIONAL,37.40251689999999,-5.9790408,True
Public School Juan Ramón Jiménez,"C. San José de Calasanz, s/n, Sevilla",4.7,22,,OPERATIONAL,37.37423,-6.012399299999999,True
Public school Huerta del Carmen,"C. Cereza, 3, Sevilla",4.5,69,,OPERATIONAL,37.4064966,-5.983798999999999,N/A
Escuela Infantil Colegio Internacional de Sevilla - San Francisco de Paula,"C. Imagen, 3, Sevilla",0.0,0,,OPERATIONAL,37.3930065,-5.9910533,True
Colegio San José MM Mercedarias,"Pl. de las Mercedarias, 6, Sevilla",0.0,0,,OPERATIONAL,37.3884617,-5.987544199999999,False
Colegio Mayor San Juan Bosco,"C. Salesianos, 3B, Sevilla",4.8,101,,OPERATIONAL,37.3954152,-5.9811169,True
Salesians Holy Trinity,"C. María Auxiliadora, 18E, Sevilla",3.8,101,,OPERATIONAL,37.3970163,-5.9811806,True
Ceip Colegio de Educación Infantil Rico Cejudo,"C. Coruña, 1, Sevilla",4.9,7,,OPERATIONAL,37.3821454,-6.012173,False
Public school Macarena,"C. Feria, 167, Sevilla",5.0,8,,OPERATIONAL,37.4030978,-5.9920319,False
CEIP España,"Gta. Covadonga, s/n, Sevilla",4.8,20,,OPERATIONAL,37.3744448,-5.985673299999999,False
Santa Joaquina de Vedruna,"C. Espinosa y Cárcel, 21, Sevilla",4.0,81,,OPERATIONAL,37.3790384,-5.9726063,N/A
Colegio Montaigne,"C. Colombia, 2, Sevilla",4.3,26,,OPERATIONAL,37.3694442,-5.9846628,True
Colegio Concertado Bilingüe Ntra. Sra. de Andévalo de Sevilla,"C. Rojas Zorrilla, 7, Sevilla",4.8,46,,OPERATIONAL,37.3887357,-5.9685812,True
Colegio Sagrado Corazón de Jesús,"C. Rico Cejudo, 15, Sevilla",4.7,205,,OPERATIONAL,37.3861192,-5.9678208,True
Concerted College Bilingual Sagrada Familia de Urgel,"C/ Marqués del Nervión, 13, Sevilla",3.4,76,,OPERATIONAL,37.3853107,-5.9678161,True
Colegio de San Miguel,"C/ Marqués del Nervión, 77, 81, Sevilla",4.8,10,,OPERATIONAL,37.3796267,-5.9685906,True
Public school Aníbal González,"C. Tibidabo, 13, Sevilla",5.0,89,,OPERATIONAL,37.3742599,-5.9724642,False
"Colegio Público Baltasar de Alcázar, Edificio 1","Av. Veintiocho de Febrero, s/n, Sevilla",4.5,32,,OPERATIONAL,37.396784,-5.968131,True
Colegio Concertado San Miguel Adoratrices,"Av. de la Palmera, 13, Sevilla",4.0,44,,OPERATIONAL,37.3663805,-5.985664499999999,N/A
College of Education and Primary San José Obrero,"C. Verano, s/n, Sevilla",4.6,16,,OPERATIONAL,37.4096129,-5.9818295,False
Colegio Cruz Del Campo,"Av. de la Cruz del Campo, 52, Sevilla",4.5,17,,OPERATIONAL,37.3835526,-5.966029499999999,N/A
Colegio San Francisco Solano,"Av. de la Cruz del Campo, 27, Sevilla",4.4,22,,OPERATIONAL,37.3843811,-5.9645491,True
Private Teaching Center Juan Nepomuceno Rojas,"C. Padre Pedro Ayala, 35, Sevilla",4.7,39,,OPERATIONAL,37.3852538,-5.9636436,True
