name,address,rating,user_ratings_total,price_level,business_status,lat,lng,open_now
Hiperber,"Carrer Bernabé del Campo Latorre, 11, Elx",4.1,308,,OPERATIONAL,38.2725229,-0.6858656000000001,True
Mercadona,"Avinguda en Joan Carles I, 67, Elx",4.1,1755,,OPERATIONAL,38.2682621,-0.6905515999999999,True
Supermercado VS - Duners S L,"Carrer Major de la Vila, 1, Elx",4.5,91,,OPERATIONAL,38.26596409999999,-0.6988306999999998,False
SUPERMERCADO 24H,"Carrer del Filet de Fora, 28, Elx",4.0,5,,OPERATIONAL,38.2630401,-0.6959911,True
Big Bang III,"Carrer Angel, 26, Elx",4.0,1,,OPERATIONAL,38.2623815,-0.6969632,False
Hiperber,"Carrer Reina Victoria, 27, Elx",4.1,786,,OPERATIONAL,38.2651876,-0.7033252000000001,True
24 Horas Dulce & Pan,"Carrer Jorge Juan, 1, Elx",5.0,12,,OPERATIONAL,38.2655561,-0.703445,True
Dia Market,"Carrer Angel, 28, Elx",4.0,176,,OPERATIONAL,38.2623227,-0.6966217,True
Supermercado Dialprix,"Avinguda en Joan Carles I, 9, Elx",4.0,38,,OPERATIONAL,38.2666245,-0.6944765,True
SuperDumbo,"Carrer Cristóbal Sanz, 5, Elx",4.2,573,,OPERATIONAL,38.2656745,-0.7042651,True
Abierto 24 horas,"Carrer Mariano Benlliure, 16, Elx",3.9,41,,OPERATIONAL,38.263005,-0.7045722999999999,True
Supermercado Hiperber Filet de Fora,"Carrer Fray Luis de León, 4, Elx",4.1,176,,OPERATIONAL,38.25926630000001,-0.6967177,True
Supermercado Hiperber Poeta Miguel Hernández,"Carrer Poeta Miguel Hernandez, 72, Elx",4.1,216,,OPERATIONAL,38.264535,-0.7072822999999999,False
Yanis alimentación,"Avinguda Ausiàs March, 8, Elx",5.0,7,,OPERATIONAL,38.2703731,-0.7055007999999999,True
SUMA Supermercados,"Carrer del Capità Antoni Mena, 6, Elx",4.2,75,,OPERATIONAL,38.2677212,-0.7078641000000001,True
Supermercado Hiperber Federico García Lorca,"Carrer Federico García Lorca, 49, Elx",4.3,98,,OPERATIONAL,38.2585637,-0.7032311,True
Supermercado Hiperber Camino los Magros,"Carrer Camí dels Magros, 19, Elx",4.1,236,,OPERATIONAL,38.2716791,-0.7041099999999999,True
Supermercados Vs,"Cami dels Magros, 21, Elx",4.6,159,,OPERATIONAL,38.2717597,-0.7044066999999999,False
Autoservicio AGULLÓ,"Carrer Torres Quevedo, 57, Elx",5.0,4,,OPERATIONAL,38.26034490000001,-0.7068906999999999,False
Adussa,"Carrer Torres Quevedo, 57, bajo, Elx",5.0,7,,OPERATIONAL,38.2602759,-0.7068938,False
Mini Express,"Carrer Capità Gaspar Ortiz, 22, Elx",3.5,4,,OPERATIONAL,38.2661837,-0.7092834000000001,True
Carnicería y Pescadería Centro Alimentación Carrús,"Carrer de la Diagonal, 14, Elx",4.8,24,,OPERATIONAL,38.2715525,-0.705484,False
SuperDumbo,"Carrer del Capità Antoni Mena, 86, Elx",4.1,1447,,OPERATIONAL,38.2613668,-0.7084943,True
Mercadona,"Carrer Pere Joan Perpinyà, s/n, Elx",4.0,1762,,OPERATIONAL,38.259105,-0.7072172,True
Multiprecio Maps,"Carrer Josep Bernad Amorós, 6, Elx",4.1,457,,OPERATIONAL,38.2696744,-0.7088218,False
L!STO,"Avinguda de la Llibertat, 112, Elx",5.0,3,,OPERATIONAL,38.2670225,-0.7102007,True
DOOM MARKET,"Avinguda Ausiàs March, 27, Elx",5.0,1,,OPERATIONAL,38.2720539,-0.7068506,True
Supermercado Yao Hua,"Carrer Camí dels Magros, 48, Elx",2.5,2,,OPERATIONAL,38.2737432,-0.7043585,True
Obert 24 horas,"Carrer Antonio Pascual Quiles, 65, Elx",4.2,26,,OPERATIONAL,38.2622042,-0.7106530999999999,False
